2016-09-16 14:38:50,567 []
2016-09-16 14:38:50,876 got process_presence_change
2016-09-16 14:38:50,877 []
2016-09-16 14:38:50,877 []
2016-09-16 14:38:52,333 got process_user_typing
2016-09-16 14:38:52,333 []
2016-09-16 14:38:52,333 []
2016-09-16 14:38:52,536 got process_user_typing
2016-09-16 14:38:52,536 []
2016-09-16 14:38:52,536 []
2016-09-16 14:38:54,184 got process_pong
2016-09-16 14:38:54,184 []
2016-09-16 14:38:54,184 []
2016-09-16 14:38:55,315 got process_message
2016-09-16 14:38:55,315 []
2016-09-16 14:38:55,315 []
2016-09-16 14:38:58,109 got process_pong
2016-09-16 14:38:58,109 []
2016-09-16 14:38:58,109 []
2016-09-16 14:39:02,102 got process_pong
2016-09-16 14:39:02,103 []
2016-09-16 14:39:02,103 []
2016-09-16 14:39:06,199 got process_pong
2016-09-16 14:39:06,199 []
2016-09-16 14:39:06,199 []
2016-09-16 14:39:10,192 got process_pong
2016-09-16 14:39:10,192 []
2016-09-16 14:39:10,193 []
2016-09-16 14:39:14,162 got process_pong
2016-09-16 14:39:14,163 []
2016-09-16 14:39:14,163 []
2016-09-16 14:39:18,275 got process_pong
2016-09-16 14:39:18,278 []
2016-09-16 14:39:18,278 []
2016-09-16 14:39:23,291 got process_pong
2016-09-16 14:39:23,291 []
2016-09-16 14:39:23,291 []
2016-09-16 14:39:26,159 got process_pong
2016-09-16 14:39:26,160 []
2016-09-16 14:39:26,160 []
2016-09-16 14:39:30,160 got process_pong
2016-09-16 14:39:30,160 []
2016-09-16 14:39:30,160 []
2016-09-16 14:39:34,150 got process_pong
2016-09-16 14:39:34,151 []
2016-09-16 14:39:34,151 []
2016-09-16 14:39:38,143 got process_pong
2016-09-16 14:39:38,143 []
2016-09-16 14:39:38,143 []
2016-09-16 14:39:42,141 got process_pong
2016-09-16 14:39:42,141 []
2016-09-16 14:39:42,141 []
2016-09-16 14:39:43,459 Initialized in: /Users/rthosfelt/bin/python-rtmbot
